J,R,E,M,algo,runtime,kendalls_tau,mae
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),0,Conjugate Priors,119.5972831249237,0.0454545454545455,0.5606060606060606
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),0,DEBM,5.549935340881348,0.1515151515151515,1.103305785123967
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),0,DEBM GMM,21.854679107666016,0.1363636363636364,1.0826446280991735
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),0,UCL GMM,45.36667251586914,0.2727272727272727,0.962809917355372
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),0,UCL KDE,49.67817425727844,0.3333333333333333,2.541322314049587
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),1,Conjugate Priors,65.52669262886047,0.2727272727272727,2.1584022038567494
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),1,DEBM,4.410179376602173,0.1515151515151515,1.3168044077134986
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),1,DEBM GMM,14.639082193374634,0.0606060606060606,1.0867768595041325
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),1,UCL GMM,29.67757225036621,0.2272727272727273,1.2038567493112948
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),1,UCL KDE,31.406742811203003,0.2272727272727273,2.935261707988981
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),2,Conjugate Priors,61.76714420318604,0.0303030303030303,0.5702479338842975
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),2,DEBM,2.820136785507202,0.2424242424242424,1.044077134986226
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),2,DEBM GMM,12.655110359191896,0.0909090909090909,0.9132231404958676
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),2,UCL GMM,26.755115509033203,0.1060606060606061,1.012396694214876
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),2,UCL KDE,28.19705009460449,0.1515151515151515,2.2024793388429758
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),3,Conjugate Priors,75.9846408367157,0.0757575757575758,0.8071625344352618
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),3,DEBM,4.482546806335449,0.1212121212121212,0.8292011019283747
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),3,DEBM GMM,16.97537589073181,0.1666666666666666,1.0633608815426998
726,0.21,Exp 1: S + Ordinal kj (DM) + X (Normal),3,UCL GMM,32.63305068016052,0.1363636363636364,1.0137741046831956
